0|iata_code|1|name_eng|2|country_eng
MVO|MVO|Mongo|Mongo|Chad|Chad
MVP|MVP|Mitu|Mitu|Colombia|Colombia
MVQ|MVQ|Mogilev|Mogilev|Belarus|Belarus
MVR|MVR|Salam|Salam|Cameroon|Cameroon
MVS|MVS|Aeroporto Max Feffer|Aeroporto Max Feffer|Brazil|Brazil
MVT|MVT|Mataiva|Mataiva|French Polynesia|French Polynesia
MVU|MVU|Musgrave|Musgrave|Australia|Australia
MVV|MVV|Megeve|Megeve|France|France
MVW|MVW|Skagit Regional|Skagit Regional|United States|United States
MVX|MVX|Minvoul|Minvoul|Gabon|Gabon
MVZ|MVZ|Masvingo|Masvingo|Zimbabwe|Zimbabwe
MWA|MWA|Williamson County|Williamson County|United States|United States
MWB|MWB|Morawa|Morawa|Australia|Australia
MWC|MWC|Lawrence J Timmerman|Lawrence J Timmerman|United States|United States
MWD|MWD|Mianwali|Mianwali|Pakistan|Pakistan
MWE|MWE|Merowe|Merowe|Sudan|Sudan
MWF|MWF|Maewo|Maewo|Vanuatu|Vanuatu
MWG|MWG|Marawaka|Marawaka|Papua New Guinea|Papua New Guinea
MWH|MWH|Grant County|Grant County|United States|United States
MWI|MWI|Maramuni|Maramuni|Papua New Guinea|Papua New Guinea
MWJ|MWJ|Matthews Ridge|Matthews Ridge|Guyana|Guyana
MWK|MWK|Matak|Matak|Indonesia|Indonesia
MWL|MWL|Mineral Wells Arpt|Mineral Wells Arpt|United States|United States
MWM|MWM|Windom Municipal|Windom Municipal|United States|United States
MWN|MWN|Mwadui|Mwadui|Tanzania|Tanzania
MWO|MWO|Hook Field|Hook Field|United States|United States
MWP|MWP|Mountain|Mountain|Nepal|Nepal
MWQ|MWQ|Magwe|Magwe|Myanmar|Myanmar
MWR|MWR|Motswari Airfield|Motswari Airfield|South Africa|South Africa
MWS|MWS|Mount Wilson|Mount Wilson|United Kingdom|United Kingdom
MWT|MWT|Moolawatana|Moolawatana|Australia|Australia
MWU|MWU|Mussau|Mussau|Papua New Guinea|Papua New Guinea
MWV|MWV|Mundulkiri|Mundulkiri|Cambodia|Cambodia
MWW|MWW|Mouscron|Mouscron|Belgium|Belgium
MWY|MWY|Miranda Downs|Miranda Downs|Australia|Australia
MWZ|MWZ|Mwanza|Mwanza|Tanzania|Tanzania
MXA|MXA|Municipal|Municipal|Colombia|Colombia
MXB|MXB|Masamba|Masamba|Indonesia|Indonesia
MXC|MXC|San Juan County|San Juan County|United States|United States
MXD|MXD|Marion Downs|Marion Downs|Australia|Australia
MXE|MXE|Maxton|Maxton|United States|United States
MXF|MXF|Maxwell AFB|Maxwell AFB|United States|United States
MXG|MXG|Marlborough|Marlborough|United States|United States
MXH|MXH|Moro|Moro|Papua New Guinea|Papua New Guinea
MXI|MXI|Imelda Romualdez Marcos|Imelda Romualdez Marcos|Philippines|Philippines
MXJ|MXJ|Minna|Minna|Nigeria|Nigeria
MXK|MXK|Mindik|Mindik|Papua New Guinea|Papua New Guinea
MXL|MXL|Mexicali|Mexicali|Mexico|Mexico
MXM|MXM|Morombe|Morombe|Madagascar|Madagascar
MXN|MXN|Morlaix|Morlaix|France|France
MXO|MXO|Municipal|Municipal|Italy|Italy
MXP|MXP|Malpensa|Malpensa|Italy|Italy
MXQ|MXQ|Mitchell River|Mitchell River|Australia|Australia
MXR|MXR|Mirgorod|Mirgorod|Ukraine|Ukraine
MXS|MXS|Maota Savaii Is|Maota Savaii Is|Samoa|Samoa
MXT|MXT|Maintirano|Maintirano|Madagascar|Madagascar
MXU|MXU|Mullewa|Mullewa|Australia|Australia
MXV|MXV|Moron|Moron|Mongolia|Mongolia
MXW|MXW|Mandalgobi|Mandalgobi|Mongolia|Mongolia
MXX|MXX|Mora|Mora|Sweden|Sweden
MXY|MXY|Mccarthy|Mccarthy|United States|United States
MXZ|MXZ|Meixian|Meixian|China|China
MYA|MYA|Moruya|Moruya|Australia|Australia
MYB|MYB|Mayoumba|Mayoumba|Gabon|Gabon
MYC|MYC|Maracay|Maracay|Venezuela|Venezuela
MYD|MYD|Malindi|Malindi|Kenya|Kenya
MYE|MYE|Miyake Jima|Miyake Jima|Japan|Japan
MYF|MYF|Montgomery Field|Montgomery Field|United States|United States
MYG|MYG|Mayaguana|Mayaguana|Turks and Caicos Islands|Turks and Caicos Islands
MYH|MYH|Marble Canyon|Marble Canyon|United States|United States
MYI|MYI|Murray Island|Murray Island|Australia|Australia
MYJ|MYJ|Matsuyama|Matsuyama|Japan|Japan
MYK|MYK|May Creek|May Creek|United States|United States
MYL|MYL|Mccall|Mccall|United States|United States
MYM|MYM|Monkey Mountain|Monkey Mountain|Guyana|Guyana
MYN|MYN|Mareb|Mareb|Yemen|Yemen
MYO|MYO|Myroodah|Myroodah|Australia|Australia
MYP|MYP|Mary|Mary|Turkmenistan|Turkmenistan
MYQ|MYQ|Mysore|Mysore|India|India
MYR|MYR|Myrtle Beach Afb|Myrtle Beach Afb|United States|United States
MYS|MYS|Moyale|Moyale|Kenya|Kenya
MYT|MYT|Myitkyina|Myitkyina|Myanmar|Myanmar
MYU|MYU|Ellis Field|Ellis Field|United States|United States
MYV|MYV|Yuba County|Yuba County|United States|United States
MYW|MYW|Mtwara|Mtwara|Tanzania|Tanzania
MYX|MYX|Menyamya|Menyamya|Papua New Guinea|Papua New Guinea
MYY|MYY|Miri|Miri|Malaysia|Malaysia
MYZ|MYZ|Monkey Bay|Monkey Bay|Malawi|Malawi
MZA|MZA|Muzaffarnagar|Muzaffarnagar|India|India
MZB|MZB|Mocimboa Praia|Mocimboa Praia|Mozambique|Mozambique
MZC|MZC|Mitzic|Mitzic|Gabon|Gabon
MZD|MZD|Mendez|Mendez|Ecuador|Ecuador
MZE|MZE|Manatee|Manatee|Guatemala|Guatemala
MZF|MZF|Mzamba(Wild Coast Sun)|Mzamba(Wild Coast Sun)|South Africa|South Africa
MZG|MZG|Makung|Makung|Taiwan|Taiwan
MZH|MZH|Merzifon|Merzifon|Turkey|Turkey
MZI|MZI|Mopti|Mopti|Mali|Mali
MZJ|MZJ|Marana|Marana|United States|United States
MZK|MZK|Marakei|Marakei|Kiribati|Kiribati
MZL|MZL|Santaguida|Santaguida|Colombia|Colombia
MZM|MZM|Frescaty|Frescaty|France|France
MZN|MZN|Minj|Minj|Papua New Guinea|Papua New Guinea
MZO|MZO|Sierra Maestra|Sierra Maestra|Cuba|Cuba
MZP|MZP|Motueka|Motueka|New Zealand|New Zealand
MZQ|MZQ|Mkuze|Mkuze|South Africa|South Africa
MZR|MZR|Mazar-i-sharif|Mazar-i-sharif|Afghanistan|Afghanistan
MZS|MZS|Mostyn|Mostyn|Malaysia|Malaysia
MZT|MZT|Gen Rafael Buelna|Gen Rafael Buelna|Mexico|Mexico
MZU|MZU|Muzaffarpur|Muzaffarpur|India|India
MZV|MZV|Mulu, Sarawak|Mulu, Sarawak|Malaysia|Malaysia
MZW|MZW|Mechria|Mechria|Algeria|Algeria
MZX|MZX|Mena|Mena|Ethiopia|Ethiopia
MZY|MZY|Mossel Bay|Mossel Bay|South Africa|South Africa
MZZ|MZZ|Marion|Marion|United States|United States
NAA|NAA|Narrabri|Narrabri|Australia|Australia
NAB|NAB|Albany NAS|Albany NAS|United States|United States
NAC|NAC|Naracoorte|Naracoorte|Australia|Australia
NAD|NAD|Macanal|Macanal|Colombia|Colombia
NAE|NAE|Natitingou|Natitingou|Benin|Benin
NAF|NAF|Banaina|Banaina|Indonesia|Indonesia
NAG|NAG|Sonegaon|Sonegaon|India|India
NAH|NAH|Naha|Naha|Indonesia|Indonesia
NAI|NAI|Annai|Annai|Guyana|Guyana
NAJ|NAJ|Nakhichevan|Nakhichevan|Azerbaijan|Azerbaijan
NAK|NAK|Nakhon Ratchasima|Nakhon Ratchasima|Thailand|Thailand
NAL|NAL|Nalchik|Nalchik|Russian Federation|Russian Federation
NAM|NAM|Namlea|Namlea|Indonesia|Indonesia
NAN|NAN|Nadi International|Nadi International|Fiji|Fiji
NAO|NAO|Nanchong|Nanchong|China|China
NAP|NAP|Capodichino|Capodichino|Italy|Italy
NAQ|NAQ|Qaanaaq|Qaanaaq|Greenland|Greenland
NAR|NAR|Nare|Nare|Colombia|Colombia
NAS|NAS|Nassau International|Nassau International|Bahamas|Bahamas
NAT|NAT|Augusto Severo|Augusto Severo|Brazil|Brazil
NAU|NAU|Napuka Island|Napuka Island|French Polynesia|French Polynesia
NAV|NAV|Nevsehir|Nevsehir|Turkey|Turkey
NAW|NAW|Narathiwat|Narathiwat|Thailand|Thailand
NAX|NAX|Barbers Point|Barbers Point|United States|United States
NAY|NAY|Nanyuan Airport|Nanyuan Airport|China|China
NAZ|NAZ|Nana|Nana|Solomon Islands|Solomon Islands
NBA|NBA|Nambaiyufa|Nambaiyufa|Papua New Guinea|Papua New Guinea
NBB|NBB|Barrancominas|Barrancominas|Colombia|Colombia
NBC|NBC|Naberevnye Chelny|Naberevnye Chelny|Russian Federation|Russian Federation
NBG|NBG|NAS/Alvin Callendar|NAS/Alvin Callendar|United States|United States
NBH|NBH|Nambucca Heads|Nambucca Heads|Australia|Australia
NBL|NBL|San Blas|San Blas|Panama|Panama
NBO|NBO|Jomo Kenyatta International|Jomo Kenyatta International|Kenya|Kenya
NBP|NBP|Battery Pk City/N. Cov|Battery Pk City/N. Cov|Colombia|Colombia
NBR|NBR|Nambour|Nambour|Australia|Australia
NBU|NBU|NAS|NAS|United States|United States
NBV|NBV|Cana Brava|Cana Brava|Brazil|Brazil
NBW|NBW|Guantanamo NAS|Guantanamo NAS|Cuba|Cuba
NBX|NBX|Nabire|Nabire|Indonesia|Indonesia
NCA|NCA|North Caicos|North Caicos|Turks and Caicos Islands|Turks and Caicos Islands
NCG|NCG|Nueva Casas Grandes|Nueva Casas Grandes|Mexico|Mexico
NCH|NCH|Nachingwea|Nachingwea|Tanzania|Tanzania
NCI|NCI|Necocli|Necocli|Colombia|Colombia
NCL|NCL|Newcastle Airport|Newcastle Airport|United Kingdom|United Kingdom
NCN|NCN|New Chenega|New Chenega|United States|United States
NCO|NCO|NAS|NAS|United States|United States
NCP|NCP|Cubi Pt NAS|Cubi Pt NAS|Philippines|Philippines
NCQ|NCQ|Atlanta Nas|Atlanta Nas|United States|United States
NCR|NCR|San Carlos|San Carlos|Nicaragua|Nicaragua
NCS|NCS|Newcastle|Newcastle|South Africa|South Africa
NCT|NCT|Guanacaste|Guanacaste|Costa Rica|Costa Rica
NCU|NCU|Nukus|Nukus|Uzbekistan|Uzbekistan
NCY|NCY|Annecy-Meythe|Annecy-Meythe|France|France
NDA|NDA|Bandanaira|Bandanaira|Indonesia|Indonesia
NDB|NDB|Nouadhibou|Nouadhibou|Mauritania|Mauritania
NDC|NDC|Nanded|Nanded|India|India
NDD|NDD|Sumbe|Sumbe|Angola|Angola
NDE|NDE|Mandera|Mandera|Kenya|Kenya
NDF|NDF|Ndalatandos|Ndalatandos|Angola|Angola
NDG|NDG|Qiqihar|Qiqihar|Mongolia|Mongolia
NDI|NDI|Namudi|Namudi|Papua New Guinea|Papua New Guinea
NDJ|NDJ|Ndjamena|Ndjamena|Chad|Chad
NDK|NDK|Namdrik Island|Namdrik Island|Marshall Islands|Marshall Islands
NDL|NDL|Ndele|Ndele|Central African Republic|Central African Republic
NDM|NDM|Mendi|Mendi|Ethiopia|Ethiopia
NDN|NDN|Nadunumu|Nadunumu|Papua New Guinea|Papua New Guinea
NDO|NDO|La Palma Del Condado|La Palma Del Condado|Spain|Spain
NDP|NDP|Ellyson NAS|Ellyson NAS|United States|United States
NDR|NDR|Nador|Nador|Morocco|Morocco
NDS|NDS|Sandstone|Sandstone|Australia|Australia
NDU|NDU|Rundu|Rundu|Namibia|Namibia
NDV|NDV|USN Heliport|USN Heliport|Ethiopia|Ethiopia
NDY|NDY|Sanday|Sanday|United Kingdom|United Kingdom
NDZ|NDZ|Cuxhaven|Cuxhaven|Germany|Germany
NEA|NEA|Brunswick Golden Isles|Brunswick Golden Isles|United States|United States
NEC|NEC|Necochea|Necochea|Argentina|Argentina
NEF|NEF|Neftekamsk|Neftekamsk|Russian Federation|Russian Federation
NEG|NEG|Negril|Negril|Jamaica|Jamaica
NEJ|NEJ|Nejjo|Nejjo|Ethiopia|Ethiopia
NEK|NEK|Nekemt|Nekemt|Ethiopia|Ethiopia
NEL|NEL|Naec|Naec|United States|United States
NEN|NEN|Olf Usn|Olf Usn|United States|United States
NER|NER|Neryungri|Neryungri|Russian Federation|Russian Federation
NES|NES|East 34th St Landing|East 34th St Landing|Colombia|Colombia
NET|NET|New Bight|New Bight|Bahamas|Bahamas
NEU|NEU|Sam Neua|Sam Neua|Laos|Laos
NEV|NEV|Newcastle|Newcastle|Saint Kitts and Nevis|Saint Kitts and Nevis
NEW|NEW|Lakefront|Lakefront|United States|United States
NFB|NFB|Detroit NAF|Detroit NAF|United States|United States
NFG|NFG|Nefteyugansk|Nefteyugansk|Russian Federation|Russian Federation
NFL|NFL|NAS|NAS|United States|United States
NFR|NFR|Nafoora|Nafoora|Libya|Libya
NGA|NGA|Young|Young|Australia|Australia
NGB|NGB|Ningbo|Ningbo|China|China
NGC|NGC|North Rim|North Rim|United States|United States
NGD|NGD|Anegada|Anegada|British Virgin Islands|British Virgin Islands
NGE|NGE|Ngaoundere|Ngaoundere|Cameroon|Cameroon
NGI|NGI|Ngau Island|Ngau Island|Fiji|Fiji
NGL|NGL|Ngala Airfield|Ngala Airfield|Zambia|Zambia
NGM|NGM|Agana NAS|Agana NAS|Guam (USA)|Guam (USA)
NGN|NGN|Nargana|Nargana|Panama|Panama
NGP|NGP|NAS|NAS|United States|United States
NGR|NGR|Ningerum|Ningerum|Papua New Guinea|Papua New Guinea
NGS|NGS|Nagasaki|Nagasaki|Japan|Japan
NGU|NGU|Nas Chambers|Nas Chambers|United States|United States
NGV|NGV|Ngiva|Ngiva|Egypt|Egypt
NGW|NGW|Cabaniss Field|Cabaniss Field|United States|United States
NGX|NGX|Manang|Manang|Nepal|Nepal
NGZ|NGZ|NAS|NAS|United States|United States
NHA|NHA|Nha Trang|Nha Trang|Vietnam|Vietnam
NHD|NHD|Minhad AB|Minhad AB|United Arab Emirates|United Arab Emirates
NHF|NHF|New Halfa|New Halfa|Sudan|Sudan
NHK|NHK|NAS|NAS|United States|United States
NHS|NHS|Nushki|Nushki|Pakistan|Pakistan
NHT|NHT|Northolt|Northolt|United Kingdom|United Kingdom
NHV|NHV|Nuku Hiva|Nuku Hiva|French Polynesia|French Polynesia
NHX|NHX|Barin Olf Osn|Barin Olf Osn|United States|United States
NHZ|NHZ|NAS|NAS|United States|United States
NIA|NIA|Nimba|Nimba|Liberia|Liberia
NIB|NIB|Nikolai|Nikolai|United States|United States
NIC|NIC|Nicosia International|Nicosia International|Cyprus|Cyprus
NIE|NIE|Niblack|Niblack|United States|United States
NIF|NIF|Nifty|Nifty|Australia|Australia
NIG|NIG|Nikunau|Nikunau|Kiribati|Kiribati
NIK|NIK|Niokolo Koba|Niokolo Koba|Senegal|Senegal
NIM|NIM|Niamey|Niamey|Niger|Niger
NIN|NIN|Ninilchik|Ninilchik|United States|United States
NIO|NIO|Nioki|Nioki|Democratic Republic Of Congo|Democratic Republic Of Congo
NIP|NIP|Jacksonville NAS|Jacksonville NAS|United States|United States
NIR|NIR|Chase Field NAS|Chase Field NAS|United States|United States
NIS|NIS|Simberi|Simberi|Papua New Guinea|Papua New Guinea
NIT|NIT|Niort|Niort|France|France
NIX|NIX|Nioro|Nioro|Mali|Mali
NJA|NJA|Atsugi NAS|Atsugi NAS|Japan|Japan
NJC|NJC|Nizhnevartovsk|Nizhnevartovsk|Russian Federation|Russian Federation
NJK|NJK|El Centro NAF|El Centro NAF|United States|United States
NKA|NKA|Nkan|Nkan|Gabon|Gabon
NKB|NKB|Noonkanbah|Noonkanbah|Australia|Australia
NKC|NKC|Nouakchott|Nouakchott|Mauritania|Mauritania
NKD|NKD|Sinak|Sinak|Indonesia|Indonesia
NKG|NKG|Lukou International Airport|Lukou International Airport|China|China
NKI|NKI|Naukiti|Naukiti|United States|United States
NKL|NKL|Nkolo|Nkolo|Democratic Republic Of Congo|Democratic Republic Of Congo
NKM|NKM|Komaki AFB|Komaki AFB|Japan|Japan
NKN|NKN|Nankina|Nankina|Papua New Guinea|Papua New Guinea
NKO|NKO|Ankokoambo|Ankokoambo|Madagascar|Madagascar
NKS|NKS|Nkongsamba|Nkongsamba|Cameroon|Cameroon
NKU|NKU|Nkaus|Nkaus|Lesotho|Lesotho
NKV|NKV|Nichen Cove|Nichen Cove|United States|United States
NKX|NKX|Miramar MCAS|Miramar MCAS|United States|United States
NKY|NKY|Nkayi|Nkayi|Congo|Congo
NLA|NLA|Ndola|Ndola|Zambia|Zambia
NLC|NLC|Lemoore NAS (Reeves Field)|Lemoore NAS (Reeves Field)|United States|United States
NLD|NLD|Intl Quetzalcoatl|Intl Quetzalcoatl|Mexico|Mexico
NLE|NLE|Jerry Tyler Memorial|Jerry Tyler Memorial|United States|United States
NLF|NLF|Darnley Island|Darnley Island|Australia|Australia
NLG|NLG|Nelson Lagoon|Nelson Lagoon|United States|United States
NLK|NLK|Norfolk Island|Norfolk Island|Norfolk Island|Norfolk Island
NLL|NLL|Nullagine|Nullagine|Australia|Australia
NLP|NLP|Nelspruit International|Nelspruit International|South Africa|South Africa
NLS|NLS|Nicholson|Nicholson|Australia|Australia
NLU|NLU|Santa Lucia|Santa Lucia|Mexico|Mexico
NLV|NLV|Nikolaev|Nikolaev|Ukraine|Ukraine
NMA|NMA|Namangan|Namangan|Uzbekistan|Uzbekistan
NMB|NMB|Daman|Daman|India|India
NME|NME|Nightmute|Nightmute|United States|United States
NMG|NMG|San Miguel|San Miguel|Panama|Panama
NMN|NMN|Nomane|Nomane|Papua New Guinea|Papua New Guinea
NMP|NMP|New Moon|New Moon|Australia|Australia
NMR|NMR|Nappa Merry|Nappa Merry|Australia|Australia
NMS|NMS|Namsang|Namsang|Myanmar|Myanmar
NMT|NMT|Namtu|Namtu|Myanmar|Myanmar
NMU|NMU|Namu|Namu|Marshall Islands|Marshall Islands
NNA|NNA|NAF|NAF|Morocco|Morocco
NNB|NNB|Santa Ana|Santa Ana|Solomon Islands|Solomon Islands
NND|NND|Nangade|Nangade|Mozambique|Mozambique
NNG|NNG|Nanning|Nanning|China|China
NNI|NNI|Namutoni|Namutoni|Namibia|Namibia
NNK|NNK|Naknek|Naknek|United States|United States
NNL|NNL|Nondalton|Nondalton|United States|United States
NNM|NNM|Naryan-Mar|Naryan-Mar|Russian Federation|Russian Federation
NNR|NNR|Connemara|Connemara|Germany|Germany
NNT|NNT|Nan|Nan|Thailand|Thailand
NNU|NNU|Nanuque|Nanuque|Brazil|Brazil
NNX|NNX|Nunukan|Nunukan|Indonesia|Indonesia
NNY|NNY|Nanyang|Nanyang|China|China
NOA|NOA|Nowra|Nowra|Australia|Australia
NOB|NOB|Nosara Beach|Nosara Beach|Costa Rica|Costa Rica
NOC|NOC|Ireland West Airport Knock|Ireland West Airport Knock|Ireland|Ireland
NOD|NOD|Norden|Norden|Germany|Germany
NOE|NOE|Norddeich|Norddeich|Germany|Germany
NOG|NOG|Nogales|Nogales|Mexico|Mexico
NOH|NOH|Chicago NAS|Chicago NAS|Belize|Belize
NOI|NOI|Krymsk|Krymsk|Russian Federation|Russian Federation
NOJ|NOJ|Nojabrxsk|Nojabrxsk|Russian Federation|Russian Federation
NOK|NOK|Nova Xavantina|Nova Xavantina|Brazil|Brazil
NOL|NOL|Nakolik River|Nakolik River|Poland|Poland
NOM|NOM|Nomad River|Nomad River|Papua New Guinea|Papua New Guinea
NON|NON|Nonouti|Nonouti|Kiribati|Kiribati
NOO|NOO|Naoro|Naoro|Papua New Guinea|Papua New Guinea
NOR|NOR|Nordfjordur|Nordfjordur|Iceland|Iceland
NOS|NOS|Fascene|Fascene|Madagascar|Madagascar
NOT|NOT|Novato|Novato|United States|United States
NOU|NOU|Tontouta|Tontouta|New Caledonia|New Caledonia
NOV|NOV|Huambo|Huambo|Angola|Angola
NOZ|NOZ|Novokuznetsk|Novokuznetsk|Russian Federation|Russian Federation
NPA|NPA|Pensacola NAS|Pensacola NAS|United States|United States
NPE|NPE|Hawkes Bay|Hawkes Bay|New Zealand|New Zealand
NPG|NPG|Nipa|Nipa|Papua New Guinea|Papua New Guinea
NPH|NPH|Nephi|Nephi|United States|United States
NPL|NPL|New Plymouth|New Plymouth|New Zealand|New Zealand
NPO|NPO|Nangapinoh|Nangapinoh|Indonesia|Indonesia
NPP|NPP|Napperby|Napperby|Australia|Australia
NPT|NPT|State|State|United States|United States
NPU|NPU|San Pedro Uraba|San Pedro Uraba|Colombia|Colombia
NQA|NQA|Millington Regional Jetport|Millington Regional Jetport|United States|United States
NQI|NQI|NAS|NAS|United States|United States
NQL|NQL|Niquelandia|Niquelandia|Brazil|Brazil
NQN|NQN|Neuquen|Neuquen|Argentina|Argentina
NQT|NQT|Nottingham Airport|Nottingham Airport|United Kingdom|United Kingdom
NQU|NQU|Nuqui|Nuqui|Colombia|Colombia
NQX|NQX|NAS|NAS|United States|United States
NQY|NQY|Newquay Cornwall Airport|Newquay Cornwall Airport|United Kingdom|United Kingdom
NRA|NRA|Narrandera|Narrandera|Australia|Australia
NRB|NRB|Ns|Ns|United States|United States
NRC|NRC|Aux Field|Aux Field|United States|United States
NRD|NRD|Norderney|Norderney|Germany|Germany
NRE|NRE|Namrole|Namrole|Indonesia|Indonesia
NRG|NRG|Narrogin|Narrogin|Australia|Australia
NRI|NRI|Shangri-la|Shangri-la|United States|United States
NRK|NRK|Kungsangen|Kungsangen|Sweden|Sweden
NRL|NRL|North Ronaldsay|North Ronaldsay|United Kingdom|United Kingdom
NRM|NRM|Nara|Nara|Mali|Mali
NRN|NRN|Weeze|Weeze|Germany|Germany
NRR|NRR|Roosevelt NAS|Roosevelt NAS|Puerto Rico|Puerto Rico
NRS|NRS|NAS|NAS|Romania|Romania
NRT|NRT|Narita International Airport|Narita International Airport|Japan|Japan
NRV|NRV|USCG Shore Station|USCG Shore Station|Guam (USA)|Guam (USA)
NRY|NRY|Newry|Newry|Australia|Australia
NSA|NSA|Noosa|Noosa|Australia|Australia
NSB|NSB|North SPB|North SPB|Bahamas|Bahamas
NSE|NSE|Whiting Field NAS|Whiting Field NAS|United States|United States
NSF|NSF|Andrews NAF|Andrews NAF|United States|United States
NSH|NSH|Now Shahr|Now Shahr|Iran|Iran
NSI|NSI|Nsimalen International|Nsimalen International|Cameroon|Cameroon
NSM|NSM|Norseman|Norseman|Australia|Australia
NSN|NSN|Nelson|Nelson|New Zealand|New Zealand
NSO|NSO|Scone|Scone|Australia|Australia
NSP|NSP|NAF|NAF|Philippines|Philippines
NST|NST|Nakhon Si Thammarat|Nakhon Si Thammarat|Thailand|Thailand
NSV|NSV|Noosaville|Noosaville|Australia|Australia
NSX|NSX|Hovercraft/Launch Pt|Hovercraft/Launch Pt|British Virgin Islands|British Virgin Islands
NSY|NSY|Sigonella NAF|Sigonella NAF|Italy|Italy
NTA|NTA|Natadola|Natadola|Fiji|Fiji
NTB|NTB|Notodden|Notodden|Norway|Norway
NTC|NTC|Santa Carolina|Santa Carolina|Sudan|Sudan
NTD|NTD|Point Mugu NAS (Naval Base Ventura County|Point Mugu NAS (Naval Base Ventura County|United States|United States
NTE|NTE|Nantes Atlantique|Nantes Atlantique|France|France
NTG|NTG|Nantong|Nantong|Ghana|Ghana
NTI|NTI|Bintuni|Bintuni|Indonesia|Indonesia
NTJ|NTJ|Manti-Ephraim|Manti-Ephraim|United States|United States
NTL|NTL|Williamtown|Williamtown|Australia|Australia
NTM|NTM|Miracema Do Norte|Miracema Do Norte|Brazil|Brazil
NTN|NTN|Normanton|Normanton|Australia|Australia
NTO|NTO|Santo Antao|Santo Antao|Cape Verde|Cape Verde
NTQ|NTQ|Noto Airport|Noto Airport|Japan|Japan
NTR|NTR|Tuxtla Gutierrez|Tuxtla Gutierrez|Mexico|Mexico
NTT|NTT|Kuini Lavenia|Kuini Lavenia|Tonga|Tonga
NTU|NTU|NAS|NAS|United States|United States
NTX|NTX|Natuna Ranai|Natuna Ranai|Indonesia|Indonesia
NTY|NTY|Pilanesberg|Pilanesberg|South Africa|South Africa
NUB|NUB|Numbulwar|Numbulwar|Australia|Australia
NUD|NUD|En Nahud|En Nahud|Sudan|Sudan
NUF|NUF|Castlereigh Reservoir|Castlereigh Reservoir|Sri Lanka|Sri Lanka
NUG|NUG|Nuguria|Nuguria|Papua New Guinea|Papua New Guinea
NUH|NUH|Nunchia|Nunchia|Colombia|Colombia
NUI|NUI|Nuiqsut|Nuiqsut|United States|United States
NUJ|NUJ|Nojeh|Nojeh|Iran|Iran
NUK|NUK|Nukutavake|Nukutavake|French Polynesia|French Polynesia
NUL|NUL|Nulato|Nulato|United States|United States
NUN|NUN|Saufley NAS|Saufley NAS|United States|United States
NUP|NUP|Nunapitchuk|Nunapitchuk|United States|United States
NUQ|NUQ|Moffett Field|Moffett Field|United States|United States
NUR|NUR|Nullarbor|Nullarbor|Australia|Australia
NUS|NUS|Norsup|Norsup|Vanuatu|Vanuatu
NUT|NUT|Nutuve|Nutuve|Papua New Guinea|Papua New Guinea
NUU|NUU|Nakuru|Nakuru|Kenya|Kenya
NUW|NUW|Whidbey Island NAS (Ault Field)|Whidbey Island NAS (Ault Field)|United States|United States
NUX|NUX|Novy Urengoy|Novy Urengoy|Russian Federation|Russian Federation
NVA|NVA|La Marguita|La Marguita|Colombia|Colombia
NVD|NVD|Nevada|Nevada|United States|United States
NVG|NVG|Nueva Guinea|Nueva Guinea|Nicaragua|Nicaragua
NVI|NVI|Navoi|Navoi|Uzbekistan|Uzbekistan
NVK|NVK|Framnes|Framnes|Norway|Norway
NVP|NVP|Novo Aripuana|Novo Aripuana|Brazil|Brazil
NVR|NVR|Novgorod Airport|Novgorod Airport|Russian Federation|Russian Federation
NVS|NVS|Nevers|Nevers|France|France
NVT|NVT|Navegantes|Navegantes|Brazil|Brazil
NVY|NVY|Neyveli|Neyveli|India|India
NWA|NWA|Moheli|Moheli|Comoros|Comoros
NWH|NWH|Parlin Field|Parlin Field|United States|United States
